Feature,FieldID,FieldName,Importance_cv0,Importance_cv1,Importance_cv2,Importance_cv3,Importance_cv4,Importance_cv5,Importance_cv6,Importance_cv7,Importance_cv8,Importance_cv9,Importance_cv,Importance_std
1110-0.0,1110,Length of mobile phone use,2.68E-05,3.72E-05,4.22E-05,5.91E-05,2.77E-05,9.13E-05,1.11E-05,2.42E-05,4.29E-06,7.14E-06,3.31E-05,2.65E-05
4526-0.0,4526,Happiness,8.70E-05,2.08E-05,2.08E-05,6.45E-06,4.76E-05,8.20E-05,2.14E-05,3.27E-05,0,1.09E-05,3.30E-05,3.03E-05
20541-0.0,20541,Difficulty stopping worrying during worst period of anxiety,1.29E-05,4.31E-05,4.35E-05,3.74E-06,2.89E-05,6.21E-05,2.56E-05,2.06E-05,5.77E-05,3.14E-05,3.29E-05,1.87E-05
20548-0.0-2,20548,Manifestations of mania or irritability,0.000150537,7.22E-06,7.89E-05,0,1.35E-05,8.71E-06,2.56E-05,1.17E-05,1.61E-05,1.21E-05,3.24E-05,4.70E-05
20432-0.0,20432,Ongoing behavioural or miscellanous addiction,0.000126406,3.38E-05,0,0,7.86E-05,3.53E-05,3.37E-05,8.69E-06,0,0,3.17E-05,4.18E-05
1687-0.0,1687,Comparative body size at age 10,2.52E-05,2.63E-05,4.94E-05,1.36E-05,2.32E-05,4.01E-05,4.08E-05,4.01E-05,3.02E-05,2.55E-05,3.14E-05,1.08E-05
6333-2.0,6333,Duration spent answering each puzzle,8.80E-06,2.12E-05,2.25E-05,4.37E-05,5.58E-05,4.62E-05,3.27E-05,3.98E-05,2.57E-05,1.69E-05,3.13E-05,1.48E-05
6772-2.0,6772,Interval between previous point and current one in numeric path (trail #1),5.99E-05,1.50E-05,1.39E-05,1.94E-05,4.05E-05,2.67E-05,2.83E-05,5.99E-05,3.02E-05,1.59E-05,3.10E-05,1.73E-05
20511-0.0,20511,Recent poor appetite or overeating,8.65E-05,1.12E-05,3.03E-05,0,5.56E-05,1.11E-05,1.49E-05,1.82E-05,5.61E-05,2.38E-05,3.08E-05,2.70E-05
20544-0.0-15,20544,Depression diagnosed by professional,7.59E-06,4.43E-05,1.38E-05,8.09E-05,1.38E-05,1.00E-05,3.04E-05,6.70E-05,2.53E-05,1.31E-05,3.06E-05,2.56E-05
20508-0.0,20508,Recent trouble concentrating on things,8.39E-05,1.11E-05,3.43E-05,1.09E-05,0.000100322,1.05E-05,2.02E-05,1.36E-05,0,1.23E-05,2.97E-05,3.42E-05
20542-0.0,20542,Stronger worrying (than other people) during period of worst anxiety,7.68E-05,1.67E-05,1.20E-05,5.93E-05,2.49E-05,7.05E-05,7.37E-06,3.75E-06,4.08E-06,1.79E-05,2.93E-05,2.83E-05
20427-0.0,20427,Frequent trouble falling or staying asleep during worst period of anxiety,5.14E-05,2.50E-05,1.77E-05,8.15E-06,2.15E-05,3.95E-05,5.89E-05,3.46E-06,2.23E-05,4.50E-05,2.93E-05,1.85E-05
864-0.0,864,Number of days/week walked 10+ minutes,4.73E-05,6.58E-06,7.49E-05,1.04E-05,3.72E-05,3.41E-05,2.57E-05,8.68E-06,1.08E-05,3.54E-05,2.91E-05,2.16E-05
2926-0.0,2926,Number of unsuccessful stop-smoking attempts,7.01E-05,3.97E-05,3.18E-05,2.69E-05,1.50E-05,4.01E-05,3.90E-06,2.67E-05,1.99E-05,1.22E-05,2.86E-05,1.87E-05
4642-0.0,4642,Ever manic/hyper for 2 days,0.000123442,1.88E-05,2.81E-05,0,1.54E-05,4.41E-05,1.61E-05,4.31E-06,5.64E-06,2.06E-05,2.77E-05,3.60E-05
20435-0.0,20435,Difficulty concentrating during worst depression,5.13E-06,1.48E-05,1.35E-05,3.92E-05,1.84E-05,3.47E-05,1.37E-05,6.61E-05,2.79E-05,3.96E-05,2.73E-05,1.81E-05
20471-0.0,20471,Ever seen an un-real vision,7.67E-05,7.25E-06,1.47E-05,4.47E-05,4.42E-05,2.90E-05,2.85E-05,1.05E-05,1.15E-05,0,2.67E-05,2.32E-05
20529-0.0,20529,Victim of physically violent crime,5.37E-05,3.29E-05,8.52E-06,9.82E-06,7.28E-06,6.97E-05,1.40E-05,2.65E-05,4.08E-06,4.04E-05,2.67E-05,2.23E-05
4570-0.0,4570,Friendships satisfaction,7.72E-05,1.77E-05,2.29E-05,3.50E-06,5.26E-05,2.51E-05,1.40E-05,2.32E-05,2.30E-05,7.27E-06,2.66E-05,2.22E-05
20544-0.0-10,20544,Depression diagnosed by professional,4.35E-05,2.28E-05,4.25E-05,3.51E-06,7.38E-06,1.55E-05,1.60E-05,1.55E-05,7.45E-05,2.33E-05,2.65E-05,2.14E-05
20426-0.0,20426,Restless during period of worst anxiety,2.33E-05,2.39E-05,2.15E-05,7.06E-06,5.02E-05,4.03E-05,3.93E-05,1.22E-05,2.47E-05,2.09E-05,2.63E-05,1.32E-05
4537-0.0,4537,Work/job satisfaction,9.90E-05,2.42E-05,4.05E-05,7.16E-06,7.17E-06,2.38E-05,8.39E-06,2.94E-05,3.82E-06,1.95E-05,2.63E-05,2.81E-05
3731-0.0,3731,Former alcohol drinker,1.52E-05,3.61E-05,3.48E-05,5.15E-05,3.20E-05,2.49E-05,6.79E-06,3.47E-05,7.08E-06,1.02E-05,2.53E-05,1.50E-05
5485-0.0,5485,Leg pain when walking normally,9.52E-06,1.18E-05,1.59E-05,1.66E-05,2.65E-05,4.08E-06,5.16E-05,4.55E-05,3.63E-05,3.51E-05,2.53E-05,1.62E-05
20547-0.0-1,20547,Activities undertaken to treat depression,5.26E-06,3.03E-05,2.03E-05,1.58E-05,7.24E-05,9.29E-06,4.99E-05,4.28E-06,2.47E-05,6.50E-06,2.39E-05,2.21E-05
20548-0.0-7,20548,Manifestations of mania or irritability,0,0,0.000123925,2.28E-05,4.86E-05,6.79E-06,5.87E-06,2.19E-05,0,7.68E-06,2.38E-05,3.83E-05
20474-0.0,20474,Ever believed in un-real communications or signs,2.42E-05,2.07E-05,3.82E-05,1.27E-05,4.10E-05,3.28E-05,4.40E-05,0,7.71E-06,1.01E-05,2.31E-05,1.54E-05
20473-0.0,20473,Number of times seen an un-real vision,0,2.68E-05,5.07E-05,3.28E-05,2.35E-05,0,6.05E-05,1.55E-05,1.99E-05,0,2.30E-05,2.09E-05
20425-0.0,20425,Ever worried more than most people would in similar situation,0,5.08E-05,1.17E-05,4.01E-06,5.02E-05,2.22E-05,2.59E-05,1.75E-05,3.31E-05,1.40E-05,2.29E-05,1.75E-05
1757-0.0,1757,Facial ageing,4.23E-05,1.78E-05,1.17E-05,3.13E-05,2.86E-05,1.40E-05,2.56E-05,8.02E-06,3.63E-05,1.13E-05,2.27E-05,1.18E-05
3496-0.0,3496,Wants to stop smoking,0,3.81E-05,1.08E-05,1.66E-05,8.87E-05,3.42E-06,3.17E-05,0,2.21E-05,1.27E-05,2.24E-05,2.66E-05
20498-0.0,20498,Felt very upset when reminded of stressful experience in past month,8.60E-06,1.31E-05,5.65E-05,1.79E-05,4.70E-05,0,9.69E-06,5.44E-06,3.91E-05,2.20E-05,2.19E-05,1.91E-05
95-0.0,95,Pulse rate (during blood-pressure measurement),4.63E-05,1.85E-05,2.57E-05,1.56E-05,7.35E-06,3.63E-05,2.99E-05,1.16E-05,2.28E-05,4.48E-06,2.19E-05,1.31E-05
1777-0.0,1777,Part of a multiple birth,3.59E-05,2.75E-05,2.92E-05,3.81E-05,2.29E-05,1.54E-05,8.13E-06,9.03E-06,1.79E-05,1.25E-05,2.17E-05,1.08E-05
1349-0.0,1349,Processed meat intake,2.53E-05,8.98E-06,1.45E-05,1.68E-05,2.07E-05,1.69E-05,4.26E-05,2.55E-05,3.24E-05,1.15E-05,2.15E-05,1.02E-05
6349-2.0,6349,Total errors traversing numeric path (trail #1),1.30E-05,0,3.23E-05,1.45E-05,1.11E-05,3.12E-05,5.47E-05,2.28E-05,1.82E-05,1.58E-05,2.13E-05,1.51E-05
20517-0.0,20517,"Trouble falling or staying asleep, or sleeping too much",4.53E-05,2.83E-05,2.30E-05,2.81E-05,9.03E-06,2.98E-05,3.51E-06,2.62E-05,1.18E-05,3.25E-06,2.08E-05,1.35E-05
20543-0.0,20543,Number of things worried about during worst period of anxiety,1.20E-05,0,3.39E-05,3.28E-06,6.71E-05,2.17E-05,1.53E-05,3.88E-05,3.32E-06,1.13E-05,2.07E-05,2.08E-05
6374-2.0,6374,Number of puzzles viewed,0,6.07E-06,1.92E-05,4.87E-05,1.41E-05,3.27E-05,2.88E-05,7.04E-06,2.15E-05,2.74E-05,2.06E-05,1.46E-05
20429-0.0,20429,Easily tired during worst period of anxiety,7.89E-06,1.55E-05,4.12E-05,1.11E-05,2.85E-05,3.52E-06,0,7.75E-05,5.11E-06,1.40E-05,2.04E-05,2.36E-05
5674-0.0,5674,Severity of manic/irritable episodes,2.02E-05,6.10E-06,7.63E-06,3.21E-06,1.06E-05,8.83E-05,2.73E-05,1.42E-05,0,2.30E-05,2.00E-05,2.55E-05
20445-0.0,20445,Depression possibly related to childbirth,0,3.27E-06,5.61E-05,7.16E-06,4.38E-06,3.52E-05,1.74E-05,0,5.35E-05,1.87E-05,1.96E-05,2.15E-05
1210-0.0,1210,Snoring,1.45E-05,6.47E-06,2.55E-05,2.27E-05,7.19E-05,6.49E-06,3.40E-06,2.09E-05,1.66E-05,4.00E-06,1.92E-05,2.02E-05
20117-0.0,20117,Alcohol drinker status,5.71E-06,2.19E-05,7.30E-06,5.35E-05,1.41E-05,1.25E-05,5.80E-06,5.04E-05,0,2.03E-05,1.92E-05,1.86E-05
20423-0.0,20423,Keyed up or on edge during worst period of anxiety,8.24E-06,0,0,6.77E-06,0.000106366,1.12E-05,1.10E-05,3.23E-05,4.16E-06,1.02E-05,1.90E-05,3.20E-05
20447-0.0,20447,Depression possibly related to stressful or traumatic event,1.85E-05,3.12E-05,2.70E-05,8.35E-06,0,3.44E-06,4.47E-05,3.21E-05,2.46E-05,0,1.90E-05,1.55E-05
1478-0.0,1478,Salt added to food,4.41E-05,2.64E-05,2.50E-05,2.91E-05,1.22E-05,1.35E-05,2.24E-05,3.35E-06,1.16E-05,0,1.88E-05,1.32E-05
20516-0.0,20516,Recent restlessness,0,0,4.46E-05,4.70E-05,5.20E-05,2.56E-05,1.09E-05,3.93E-06,0,3.00E-06,1.87E-05,2.16E-05
1220-0.0,1220,Daytime dozing / sleeping (narcolepsy),3.65E-05,8.80E-06,1.92E-05,3.10E-05,4.57E-06,8.92E-06,2.70E-05,1.43E-05,0,2.31E-05,1.73E-05,1.20E-05
3571-0.0,3571,Back pain for 3+ months,0,3.43E-06,1.63E-05,6.22E-05,6.71E-06,0,3.57E-06,2.72E-05,2.32E-05,2.85E-05,1.71E-05,1.93E-05
3773-0.0,3773,Knee pain for 3+ months,3.98E-06,0,0,2.12E-05,5.96E-05,3.85E-05,3.53E-06,1.40E-05,2.36E-05,4.51E-06,1.69E-05,1.95E-05
1677-0.0,1677,Breastfed as a baby,8.11E-06,2.11E-05,2.46E-05,1.63E-05,0,3.63E-05,2.48E-05,2.29E-05,3.22E-06,1.08E-05,1.68E-05,1.12E-05
2000-0.0,2000,Worry too long after embarrassment,1.62E-05,1.78E-05,2.96E-05,4.34E-05,1.81E-05,3.29E-06,7.61E-06,1.76E-05,0,5.18E-06,1.59E-05,1.31E-05
4548-0.0,4548,Health satisfaction,4.73E-05,1.69E-05,2.58E-05,1.29E-05,9.93E-06,1.92E-05,4.36E-06,0,7.56E-06,1.46E-05,1.58E-05,1.33E-05
20422-0.0,20422,More irritable than usual during worst period of anxiety,0,7.56E-06,2.07E-05,8.38E-06,1.16E-05,4.63E-05,1.19E-05,3.24E-05,7.08E-06,1.01E-05,1.56E-05,1.39E-05
1747-0.0,1747,"Hair colour (natural, before greying)",2.20E-05,6.84E-06,7.72E-06,1.10E-05,1.39E-05,3.53E-06,3.50E-06,2.57E-05,2.90E-05,2.39E-05,1.47E-05,9.65E-06
5663-0.0,5663,Length of longest manic/irritable episode,1.84E-05,1.24E-05,4.08E-05,3.11E-05,4.88E-06,0,6.86E-06,0,1.74E-05,1.49E-05,1.47E-05,1.32E-05
1190-0.0,1190,Nap during day,6.53E-06,0,1.66E-05,0,1.62E-05,1.35E-05,8.91E-06,7.54E-06,3.90E-05,3.46E-05,1.43E-05,1.32E-05
31-0.0,31,Sex,1.31E-05,9.35E-06,8.28E-06,4.10E-05,8.06E-06,1.77E-05,9.30E-06,0,2.11E-05,6.25E-06,1.34E-05,1.13E-05
2936-0.0,2936,Likelihood of resuming smoking,6.67E-06,2.55E-05,7.40E-06,1.41E-05,1.02E-05,1.37E-05,6.44E-06,1.72E-05,1.29E-05,1.52E-05,1.29E-05,5.81E-06
2010-0.0,2010,Suffer from 'nerves',5.90E-05,0,6.19E-06,3.25E-06,1.25E-05,1.02E-05,2.46E-05,3.32E-06,0,7.50E-06,1.27E-05,1.78E-05
1548-0.0,1548,Variation in diet,2.70E-05,6.35E-06,7.17E-06,1.59E-05,1.62E-05,8.77E-06,1.16E-05,1.14E-05,3.56E-06,1.84E-05,1.26E-05,6.93E-06
1538-0.0,1538,Major dietary changes in the last 5 years,1.36E-05,1.14E-05,2.87E-05,4.85E-06,2.88E-05,0,3.58E-06,1.85E-05,1.01E-05,4.76E-06,1.24E-05,1.01E-05
20552-0.0-2,20552,Behavioural and miscellaneous addictions,0,2.31E-05,1.16E-05,0,0,1.27E-05,2.25E-05,1.84E-05,2.81E-05,0,1.16E-05,1.11E-05
20401-0.0,20401,Ever addicted to any substance or behaviour,7.11E-06,2.34E-05,1.29E-05,1.11E-05,7.27E-06,9.03E-06,1.88E-05,4.03E-06,1.49E-05,4.28E-06,1.13E-05,6.31E-06
5507-0.0,5507,Leg pain on walking : action taken,8.35E-06,1.16E-05,0,1.36E-05,1.36E-05,5.64E-06,1.07E-05,1.87E-05,1.33E-05,1.68E-05,1.12E-05,5.46E-06
20018-0.0,20018,Prospective memory result,8.04E-06,1.09E-05,3.43E-06,2.17E-05,1.92E-05,3.82E-06,1.78E-05,1.12E-05,7.57E-06,6.70E-06,1.10E-05,6.47E-06
1980-0.0,1980,Worrier / anxious feelings,3.04E-05,7.99E-06,7.28E-06,1.74E-05,1.10E-05,0,1.08E-05,1.21E-05,8.03E-06,4.30E-06,1.09E-05,8.28E-06
20407-0.0,20407,Frequency of failure to fulfil normal expectations due to drinking alcohol in last year,1.35E-05,0,1.28E-05,1.47E-05,4.42E-06,6.67E-06,1.15E-05,2.16E-05,1.33E-05,7.14E-06,1.06E-05,6.11E-06
20548-0.0-5,20548,Manifestations of mania or irritability,0,8.74E-06,9.60E-06,7.84E-06,3.74E-06,1.23E-05,1.76E-05,2.67E-05,1.56E-05,0,1.02E-05,8.30E-06
20548-0.0-1,20548,Manifestations of mania or irritability,0,0,0,0,4.46E-06,4.71E-05,8.66E-06,3.99E-06,1.78E-05,1.85E-05,1.00E-05,1.48E-05
4501-0.0,4501,Non-accidental death in close genetic family,0,1.35E-05,3.95E-06,0,2.06E-05,1.90E-05,7.55E-06,1.61E-05,1.73E-05,0,9.79E-06,8.41E-06
6373-2.0,6373,Number of puzzles correctly solved,8.29E-06,1.21E-05,4.84E-06,7.45E-06,4.19E-05,7.44E-06,7.60E-06,4.29E-06,3.59E-06,0,9.76E-06,1.18E-05
3799-0.0,3799,Headaches for 3+ months,1.55E-05,8.08E-06,8.26E-06,1.07E-05,1.17E-05,2.43E-05,1.31E-05,0,0,5.62E-06,9.73E-06,7.26E-06
403-0.0,403,Number of times snap-button pressed,4.08E-06,7.73E-06,1.21E-05,4.51E-06,8.44E-06,1.35E-05,3.75E-06,2.81E-05,7.97E-06,0,9.02E-06,7.81E-06
1990-0.0,1990,Tense / 'highly strung',2.09E-05,7.39E-06,0,1.54E-05,7.57E-06,0,6.89E-06,3.66E-06,1.94E-05,0,8.13E-06,7.92E-06
4653-0.0,4653,Ever highly irritable/argumentative for 2 days,3.22E-05,1.17E-05,0,0,0,1.68E-05,8.28E-06,4.06E-06,8.21E-06,0,8.13E-06,1.03E-05
20495-0.0,20495,Avoided activities or situations because of previous stressful experience in past month,0,0,5.20E-06,2.61E-05,2.99E-05,1.53E-05,3.15E-06,0,0,0,7.96E-06,1.16E-05
20551-0.0-3,20551,Substance of prescription or over-the-counter medication addiction,0,6.51E-06,0,3.31E-06,2.14E-05,3.20E-05,0,1.04E-05,0,3.55E-06,7.73E-06,1.09E-05
4728-0.0,4728,Leg pain on walking,9.51E-06,0,2.33E-05,1.24E-05,1.06E-05,9.40E-06,0,0,5.14E-06,3.69E-06,7.40E-06,7.29E-06
20502-0.0,20502,Ever had period extreme irritability,0,0,0,5.13E-05,0,1.60E-05,4.61E-06,0,0,0,7.19E-06,1.63E-05
20538-0.0,20538,Worried most days during period of worst anxiety,8.44E-06,3.55E-06,1.42E-05,1.89E-05,0,4.83E-06,3.50E-06,4.94E-06,0,1.08E-05,6.92E-06,6.16E-06
2463-0.0,2463,Fractured/broken bones in last 5 years,0,0,0,3.08E-06,0,1.08E-05,3.98E-06,3.40E-05,0,1.35E-05,6.53E-06,1.08E-05
6771-2.0,6771,Errors before selecting correct item in alphanumeric path (trail #2),1.21E-05,0,6.44E-06,1.21E-05,1.53E-05,0,0,5.46E-06,1.04E-05,3.11E-06,6.49E-06,5.72E-06
20446-0.0,20446,Ever had prolonged feelings of sadness or depression,0,9.04E-06,0,0,2.12E-05,0,3.76E-06,2.07E-05,3.83E-06,0,5.85E-06,8.46E-06
5463-0.0,5463,Leg pain in calf/calves,2.96E-06,3.44E-06,6.42E-06,8.35E-06,7.36E-06,4.31E-06,7.87E-06,3.10E-06,1.08E-05,0,5.46E-06,3.23E-06
5452-0.0,5452,Leg pain when standing still or sitting,1.26E-05,0,0,1.06E-05,3.53E-06,1.18E-05,3.66E-06,0,7.05E-06,4.52E-06,5.38E-06,4.92E-06
5474-0.0,5474,Leg pain when walking uphill or hurrying,0,7.09E-06,0,0,3.97E-06,0,3.45E-06,1.17E-05,2.55E-05,0,5.17E-06,8.15E-06
20421-0.0,20421,"Ever felt worried, tense, or anxious for most of a month or longer",2.93E-06,3.19E-06,3.79E-06,3.56E-06,0,7.64E-06,6.56E-06,2.11E-05,0,0,4.88E-06,6.28E-06
2070-0.0,2070,Frequency of tenseness / restlessness in last 2 weeks,1.27E-05,3.58E-06,0,4.31E-06,6.20E-06,0,6.87E-06,7.50E-06,7.45E-06,0,4.86E-06,4.14E-06
20549-0.0-4,20549,Substances taken for anxiety,1.43E-05,0,2.11E-05,0,4.80E-06,0,0,0,5.42E-06,0,4.57E-06,7.42E-06
20544-0.0-13,20544,Depression diagnosed by professional,3.89E-06,0,0,1.68E-05,0,7.56E-06,0,7.29E-06,3.07E-06,3.67E-06,4.23E-06,5.30E-06
20549-0.0-3,20549,Substances taken for anxiety,0,0,1.62E-05,0,0,0,0,0,1.41E-05,6.93E-06,3.72E-06,6.42E-06
20412-0.0,20412,Frequency of needing morning drink of alcohol after heavy drinking session in last year,0,0,1.71E-05,1.60E-05,0,0,0,0,4.01E-06,0,3.71E-06,6.88E-06
20533-0.0,20533,Trouble falling asleep,7.50E-06,6.71E-06,0,8.37E-06,1.27E-05,0,0,0,0,0,3.53E-06,4.81E-06
20528-0.0,20528,Diagnosed with life-threatening illness,1.54E-05,3.72E-06,0,0,0,0,0,0,0,4.24E-06,2.34E-06,4.89E-06
20550-0.0-1,20550,Activities undertaken to treat anxiety,0,0,8.34E-06,1.03E-05,4.03E-06,0,0,0,0,0,2.27E-06,3.96E-06
20547-0.0-3,20547,Activities undertaken to treat depression,0,0,3.89E-06,4.81E-06,3.22E-06,0,0,3.52E-06,6.96E-06,0,2.24E-06,2.57E-06
2453-0.0,2453,Cancer diagnosed by doctor,0,4.21E-06,0,0,0,3.27E-06,0,0,7.67E-06,7.12E-06,2.23E-06,3.13E-06
2296-0.0,2296,Falls in the last year,0,3.41E-06,3.91E-06,7.09E-06,0,0,0,0,6.91E-06,0,2.13E-06,2.97E-06
2443-0.0,2443,Diabetes diagnosed by doctor,0,0,0,0,6.74E-06,0,0,6.62E-06,4.05E-06,3.57E-06,2.10E-06,2.87E-06
20550-0.0-3,20550,Activities undertaken to treat anxiety,0,0,0,0,0,7.67E-06,1.30E-05,0,0,0,2.07E-06,4.53E-06
20549-0.0-1,20549,Substances taken for anxiety,0,0,0,3.65E-06,0,0,3.98E-06,0,0,0,7.63E-07,1.61E-06
3404-0.0,3404,Neck/shoulder pain for 3+ months,3.62E-06,0,0,0,0,0,3.33E-06,0,0,0,6.95E-07,1.47E-06
5529-0.0,5529,Surgery on leg arteries (other than for varicose veins),0,0,0,0,0,0,0,0,3.87E-06,0,3.87E-07,1.22E-06
20518-0.0,20518,Recent changes in speed/amount of moving or speaking,0,0,0,0,0,0,0,0,3.76E-06,0,3.76E-07,1.19E-06
20548-0.0-6,20548,Manifestations of mania or irritability,0,3.40E-06,0,0,0,0,0,0,0,0,3.40E-07,1.07E-06
398-0.1,398,Number of correct matches in round,0,0,0,0,0,0,2.99E-06,0,0,0,2.99E-07,9.46E-07
20546-0.0-1,20546,Drugs or alcohol  taken for depression,0,2.98E-06,0,0,0,0,0,0,0,0,2.98E-07,9.41E-07
20551-0.0-2,20551,Substance of prescription or over-the-counter medication addiction,0,0,0,0,0,0,0,0,0,0,0,0
20551-0.0-4,20551,Substance of prescription or over-the-counter medication addiction,0,0,0,0,0,0,0,0,0,0,0,0
20544-0.0-12,20544,Depression diagnosed by professional,0,0,0,0,0,0,0,0,0,0,0,0
6770-2.0,6770,Errors before selecting correct item in numeric path (trail #1),0,0,0,0,0,0,0,0,0,0,0,0
20544-0.0-2,20544,Depression diagnosed by professional,0,0,0,0,0,0,0,0,0,0,0,0
20544-0.0-18,20544,Depression diagnosed by professional,0,0,0,0,0,0,0,0,0,0,0,0
5540-0.0,5540,Surgery/amputation of toe or leg,0,0,0,0,0,0,0,0,0,0,0,0
20544-0.0-16,20544,Depression diagnosed by professional,0,0,0,0,0,0,0,0,0,0,0,0
20544-0.0-14,20544,Depression diagnosed by professional,0,0,0,0,0,0,0,0,0,0,0,0
20544-0.0-7,20544,Depression diagnosed by professional,0,0,0,0,0,0,0,0,0,0,0,0
20544-0.0-1,20544,Depression diagnosed by professional,0,0,0,0,0,0,0,0,0,0,0,0
20544-0.0-5,20544,Depression diagnosed by professional,0,0,0,0,0,0,0,0,0,0,0,0
20544-0.0-17,20544,Depression diagnosed by professional,0,0,0,0,0,0,0,0,0,0,0,0
20122-0.0,20122,Bipolar disorder status,0,0,0,0,0,0,0,0,0,0,0,0
20552-0.0-1,20552,Behavioural and miscellaneous addictions,0,0,0,0,0,0,0,0,0,0,0,0
