Feature,Importance,FieldID,FieldName
20507-0.0,5.90E-05,20507,Recent feelings of inadequacy
1717-0.0,5.89E-05,1717,Skin colour
20514-0.0,5.73E-05,20514,Recent lack of interest or pleasure in doing things
20506-0.0,5.67E-05,20506,Recent feelings or nervousness or anxiety
20498-0.0,5.65E-05,20498,Felt very upset when reminded of stressful experience in past month
20445-0.0,5.61E-05,20445,Depression possibly related to childbirth
20527-0.0,5.41E-05,20527,Been involved in combat or exposed to war-zone
20415-0.0,5.38E-05,20415,Ongoing addiction to alcohol
1940-0.0,5.36E-05,1940,Irritability
23122-0.0,5.16E-05,23122,Arm predicted mass (right)
20473-0.0,5.07E-05,20473,Number of times seen an un-real vision
884-0.0,4.97E-05,884,Number of days/week of moderate physical activity 10+ minutes
1687-0.0,4.94E-05,1687,Comparative body size at age 10
1697-0.0,4.90E-05,1697,Comparative height size at age 10
20505-0.0,4.85E-05,20505,Recent easy annoyance or irritability
20544-0.0-6,4.72E-05,20544,Depression diagnosed by professional
20494-0.0,4.56E-05,20494,Felt irritable or had angry outbursts in past month
904-0.0,4.47E-05,904,Number of days/week of vigorous physical activity 10+ minutes
2887-0.0,4.47E-05,2887,Number of cigarettes previously smoked daily
20516-0.0,4.46E-05,20516,Recent restlessness
20541-0.0,4.35E-05,20541,Difficulty stopping worrying during worst period of anxiety
21004-2.0,4.32E-05,21004,Number of puzzles correct
20544-0.0-10,4.25E-05,20544,Depression diagnosed by professional
1110-0.0,4.22E-05,1110,Length of mobile phone use
5364-0.0,4.19E-05,5364,Average weekly intake of other alcoholic drinks
20126-0.0,4.17E-05,20126,Bipolar and major depression status
20429-0.0,4.12E-05,20429,Easily tired during worst period of anxiety
5663-0.0,4.08E-05,5663,Length of longest manic/irritable episode
4537-0.0,4.05E-05,4537,Work/job satisfaction
20420-0.0,3.89E-05,20420,Longest period spent worried or anxious
20474-0.0,3.82E-05,20474,Ever believed in un-real communications or signs
20405-0.0,3.53E-05,20405,"Ever had known person concerned about, or recommend reduction of, alcohol consumption"
20548-0.0-9,3.49E-05,20548,Manifestations of mania or irritability
3731-0.0,3.48E-05,3731,Former alcohol drinker
6348-2.0,3.45E-05,6348,Duration to complete numeric path (trail #1)
2030-0.0,3.44E-05,2030,Guilty feelings
20508-0.0,3.43E-05,20508,Recent trouble concentrating on things
20543-0.0,3.39E-05,20543,Number of things worried about during worst period of anxiety
2178-0.0,3.37E-05,2178,Overall health rating
6349-2.0,3.23E-05,6349,Total errors traversing numeric path (trail #1)
2926-0.0,3.18E-05,2926,Number of unsuccessful stop-smoking attempts
20511-0.0,3.03E-05,20511,Recent poor appetite or overeating
2000-0.0,2.96E-05,2000,Worry too long after embarrassment
1777-0.0,2.92E-05,1777,Part of a multiple birth
1538-0.0,2.87E-05,1538,Major dietary changes in the last 5 years
1031-0.0,2.84E-05,1031,Frequency of friend/family visits
4642-0.0,2.81E-05,4642,Ever manic/hyper for 2 days
1628-0.0,2.73E-05,1628,Alcohol intake versus 10 years previously
20447-0.0,2.70E-05,20447,Depression possibly related to stressful or traumatic event
20197-2.0,2.62E-05,20197,Number of word pairs correctly associated
4548-0.0,2.58E-05,4548,Health satisfaction
95-0.0,2.57E-05,95,Pulse rate (during blood-pressure measurement)
1210-0.0,2.55E-05,1210,Snoring
1478-0.0,2.50E-05,1478,Salt added to food
1677-0.0,2.46E-05,1677,Breastfed as a baby
4728-0.0,2.33E-05,4728,Leg pain on walking
20517-0.0,2.30E-05,20517,"Trouble falling or staying asleep, or sleeping too much"
4570-0.0,2.29E-05,4570,Friendships satisfaction
6333-2.0,2.25E-05,6333,Duration spent answering each puzzle
20512-0.0,2.25E-05,20512,Recent feelings of foreboding
399-0.1,2.22E-05,399,Number of incorrect matches in round
6183-0.0,2.22E-05,6183,Number of cigarettes previously smoked daily (current cigar/pipe smokers)
20426-0.0,2.15E-05,20426,Restless during period of worst anxiety
20549-0.0-4,2.11E-05,20549,Substances taken for anxiety
4526-0.0,2.08E-05,4526,Happiness
20422-0.0,2.07E-05,20422,More irritable than usual during worst period of anxiety
5496-0.0,2.03E-05,5496,Leg pain when walking ever disappears while walking
20547-0.0-1,2.03E-05,20547,Activities undertaken to treat depression
1220-0.0,1.92E-05,1220,Daytime dozing / sleeping (narcolepsy)
6374-2.0,1.92E-05,6374,Number of puzzles viewed
20428-0.0,1.86E-05,20428,Professional informed about anxiety
23126-0.0,1.82E-05,23126,Arm predicted mass (left)
20427-0.0,1.77E-05,20427,Frequent trouble falling or staying asleep during worst period of anxiety
20412-0.0,1.71E-05,20412,Frequency of needing morning drink of alcohol after heavy drinking session in last year
1190-0.0,1.66E-05,1190,Nap during day
3571-0.0,1.63E-05,3571,Back pain for 3+ months
20549-0.0-3,1.62E-05,20549,Substances taken for anxiety
5485-0.0,1.59E-05,5485,Leg pain when walking normally
20510-0.0,1.51E-05,20510,Recent feelings of depression
20471-0.0,1.47E-05,20471,Ever seen an un-real vision
1349-0.0,1.45E-05,1349,Processed meat intake
20538-0.0,1.42E-05,20538,Worried most days during period of worst anxiety
6772-2.0,1.39E-05,6772,Interval between previous point and current one in numeric path (trail #1)
20544-0.0-15,1.38E-05,20544,Depression diagnosed by professional
20435-0.0,1.35E-05,20435,Difficulty concentrating during worst depression
20401-0.0,1.29E-05,20401,Ever addicted to any substance or behaviour
20407-0.0,1.28E-05,20407,Frequency of failure to fulfil normal expectations due to drinking alcohol in last year
403-0.0,1.21E-05,403,Number of times snap-button pressed
20542-0.0,1.20E-05,20542,Stronger worrying (than other people) during period of worst anxiety
1757-0.0,1.17E-05,1757,Facial ageing
20425-0.0,1.17E-05,20425,Ever worried more than most people would in similar situation
20552-0.0-2,1.16E-05,20552,Behavioural and miscellaneous addictions
3496-0.0,1.08E-05,3496,Wants to stop smoking
20548-0.0-5,9.60E-06,20548,Manifestations of mania or irritability
20529-0.0,8.52E-06,20529,Victim of physically violent crime
20550-0.0-1,8.34E-06,20550,Activities undertaken to treat anxiety
31-0.0,8.28E-06,31,Sex
3799-0.0,8.26E-06,3799,Headaches for 3+ months
20548-0.0-3,7.89E-06,20548,Manifestations of mania or irritability
1747-0.0,7.72E-06,1747,"Hair colour (natural, before greying)"
5674-0.0,7.63E-06,5674,Severity of manic/irritable episodes
2936-0.0,7.40E-06,2936,Likelihood of resuming smoking
20117-0.0,7.30E-06,20117,Alcohol drinker status
1980-0.0,7.28E-06,1980,Worrier / anxious feelings
1548-0.0,7.17E-06,1548,Variation in diet
6771-2.0,6.44E-06,6771,Errors before selecting correct item in alphanumeric path (trail #2)
5463-0.0,6.42E-06,5463,Leg pain in calf/calves
2010-0.0,6.19E-06,2010,Suffer from 'nerves'
20495-0.0,5.20E-06,20495,Avoided activities or situations because of previous stressful experience in past month
6373-2.0,4.84E-06,6373,Number of puzzles correctly solved
4501-0.0,3.95E-06,4501,Non-accidental death in close genetic family
2296-0.0,3.91E-06,2296,Falls in the last year
20547-0.0-3,3.89E-06,20547,Activities undertaken to treat depression
20515-0.0,3.85E-06,20515,Recent trouble relaxing
20421-0.0,3.79E-06,20421,"Ever felt worried, tense, or anxious for most of a month or longer"
20018-0.0,3.43E-06,20018,Prospective memory result
6351-2.0,3.10E-06,6351,Total errors traversing alphanumeric path (trail #2)
5452-0.0,0,5452,Leg pain when standing still or sitting
5507-0.0,0,5507,Leg pain on walking : action taken
5474-0.0,0,5474,Leg pain when walking uphill or hurrying
20546-0.0-1,0,20546,Drugs or alcohol  taken for depression
5518-0.0,0,5518,Leg pain on walking : effect of standing still
20544-0.0-2,0,20544,Depression diagnosed by professional
20548-0.0-1,0,20548,Manifestations of mania or irritability
20533-0.0,0,20533,Trouble falling asleep
20548-0.0-6,0,20548,Manifestations of mania or irritability
1269-0.0,0,1269,Exposure to tobacco smoke at home
20544-0.0-3,0,20544,Depression diagnosed by professional
6770-2.0,0,6770,Errors before selecting correct item in numeric path (trail #1)
20549-0.0-1,0,20549,Substances taken for anxiety
20550-0.0-3,0,20550,Activities undertaken to treat anxiety
398-0.1,0,398,Number of correct matches in round
20551-0.0-2,0,20551,Substance of prescription or over-the-counter medication addiction
20551-0.0-3,0,20551,Substance of prescription or over-the-counter medication addiction
20551-0.0-4,0,20551,Substance of prescription or over-the-counter medication addiction
20544-0.0-18,0,20544,Depression diagnosed by professional
20544-0.0-13,0,20544,Depression diagnosed by professional
20544-0.0-12,0,20544,Depression diagnosed by professional
3773-0.0,0,3773,Knee pain for 3+ months
20518-0.0,0,20518,Recent changes in speed/amount of moving or speaking
20502-0.0,0,20502,Ever had period extreme irritability
20468-0.0,0,20468,Ever believed in an un-real conspiracy against self
20446-0.0,0,20446,Ever had prolonged feelings of sadness or depression
20432-0.0,0,20432,Ongoing behavioural or miscellanous addiction
20423-0.0,0,20423,Keyed up or on edge during worst period of anxiety
20122-0.0,0,20122,Bipolar disorder status
4653-0.0,0,4653,Ever highly irritable/argumentative for 2 days
2070-0.0,0,2070,Frequency of tenseness / restlessness in last 2 weeks
1990-0.0,0,1990,Tense / 'highly strung'
1960-0.0,0,1960,Fed-up feelings
3404-0.0,0,3404,Neck/shoulder pain for 3+ months
5529-0.0,0,5529,Surgery on leg arteries (other than for varicose veins)
2463-0.0,0,2463,Fractured/broken bones in last 5 years
2453-0.0,0,2453,Cancer diagnosed by doctor
20544-0.0-17,0,20544,Depression diagnosed by professional
20544-0.0-5,0,20544,Depression diagnosed by professional
20544-0.0-1,0,20544,Depression diagnosed by professional
2443-0.0,0,2443,Diabetes diagnosed by doctor
20544-0.0-7,0,20544,Depression diagnosed by professional
20544-0.0-14,0,20544,Depression diagnosed by professional
5540-0.0,0,5540,Surgery/amputation of toe or leg
20544-0.0-16,0,20544,Depression diagnosed by professional
20528-0.0,0,20528,Diagnosed with life-threatening illness
20552-0.0-1,0,20552,Behavioural and miscellaneous addictions
