Feature,Importance,FieldID,FieldName
20477-0.0,0.00062209,20477,Ever talked to a health professional about unusual or psychotic experiences
22040-0.0,0.000609917,22040,Summed MET minutes per week for all activity
20410-0.0,0.00060841,20410,Age when known person last commented about drinking habits
757-0.0,0.000606529,757,Time employed in main current job
1239-0.0,0.000605256,1239,Current tobacco smoking
23112-0.0,0.000551171,23112,Leg fat mass (right)
20456-0.0,0.00054355,20456,Ever addicted to illicit or recreational drugs
23128-0.0,0.000541798,23128,Trunk fat mass
1807-0.0,0.000538348,1807,Father's age at death
874-0.0,0.000525797,874,Duration of walks
400-0.1,0.000524022,400,Time to complete round
23104-0.0,0.000520203,23104,Body mass index (BMI)
767-0.0,0.000505693,767,Length of working week for main job
94-0.0,0.000499931,94,"Diastolic blood pressure, manual reading"
4288-0.0,0.000498945,4288,Time to answer
20467-0.0,0.000495284,20467,Frequency of unusual or psychotic experiences in past year
23124-0.0,0.000488954,23124,Arm fat mass (left)
3476-0.0,0.000472041,3476,Difficulty not smoking for 1 day
1329-0.0,0.000466207,1329,Oily fish intake
23115-0.0,0.000459016,23115,Leg fat percentage (left)
1835-0.0,0.000453292,1835,Mother still alive
709-0.0,0.000436184,709,Number in household
20503-0.0,0.000428622,20503,Ever addicted to prescription or over-the-counter medication
99999994-0.0,0.00042722,99999994,PHQ4
20127-0.0,0.000420624,20127,Neuroticism score
826-0.0,0.000417624,826,Job involves shift work
23100-0.0,0.000417037,23100,Whole body fat mass
1845-0.0,0.000405923,1845,Mother's age
20023-0.0,0.000404944,20023,Mean time to correctly identify matches
23116-0.0,0.000387232,23116,Leg fat mass (left)
1180-0.0,0.000385424,1180,Morning/evening person (chronotype)
404-0.0,0.000378498,404,Duration to first press of snap-button in each round
5386-0.0,0.000351282,5386,Number of unenthusiastic/disinterested episodes
20548-0.0-8,0.000350834,20548,Manifestations of mania or irritability
20438-0.0,0.000343362,20438,Duration of worst depression
1873-0.0,0.000334613,1873,Number of full brothers
2040-0.0,0.000334047,2040,Risk taking
1797-0.0,0.000324616,1797,Father still alive
1339-0.0,0.000318066,1339,Non-oily fish intake
23099-0.0,0.000310121,23099,Body fat percentage
3436-0.0,0.000305919,3436,Age started smoking in current smokers
23119-0.0,0.000283886,23119,Arm fat percentage (right)
3426-0.0,0.000277435,3426,Job involves night shift work
20459-0.0,0.000271756,20459,General happiness with own health
20431-0.0,0.000269137,20431,Ever addicted to a behaviour or miscellanous
1438-0.0,0.000262331,1438,Bread intake
23109-0.0,0.000261695,23109,Impedance of arm (right)
20416-0.0,0.000258279,20416,Frequency of consuming six or more units of alcohol
1528-0.0,0.000257299,1528,Water intake
23107-0.0,0.000256811,23107,Impedance of leg (right)
20519-0.0,0.000255677,20519,Recent feelings of tiredness or low energy
5057-0.0,0.000255338,5057,Number of older siblings
22034-0.0,0.000253489,22034,Summed minutes activity
20463-0.0,0.000247628,20463,Ever heard an un-real voice
3486-0.0,0.000244278,3486,Ever tried to stop smoking
20419-0.0,0.000219527,20419,Difficulty concentrating during worst period of anxiety
23108-0.0,0.000219443,23108,Impedance of leg (left)
23118-0.0,0.000215133,23118,Leg predicted mass (left)
23117-0.0,0.000213215,23117,Leg fat-free mass (left)
1628-0.0,0.000212819,1628,Alcohol intake versus 10 years previously
4620-0.0,0.000209808,4620,Number of depression episodes
6350-2.0,0.00020887,6350,Duration to complete alphanumeric path (trail #2)
1080-0.0,0.000207329,1080,Time spent using computer
4598-0.0,0.000207321,4598,Ever depressed for a whole week
99999997-0.0,0.000207212,99999997,Happiness and subjective well-being
20539-0.0,0.000205147,20539,Frequency of inability to stop worrying during worst period of anxiety
99999993-0.0,0.000202745,99999993,PHQ9
23127-0.0,0.000195653,23127,Trunk fat percentage
23105-0.0,0.000188469,23105,Basal metabolic rate
21021-0.0,0.000185326,21021,Pulse wave Arterial Stiffness index
23110-0.0,0.00018115,23110,Impedance of arm (left)
20544-0.0-3,0.000180068,20544,Depression diagnosed by professional
23102-0.0,0.000175439,23102,Whole body water mass
23123-0.0,0.000167961,23123,Arm fat percentage (left)
1289-0.0,0.000166429,1289,Cooked vegetable intake
20442-0.0,0.000164494,20442,Lifetime number of depressed periods
6773-2.0,0.000162399,6773,Interval between previous point and current one in alphanumeric path (trail #2)
23101-0.0,0.000159663,23101,Whole body fat-free mass
99999991-0.0,0.000151038,99999991,Unusual and psychotic experiences
20548-0.0-3,0.000148391,20548,Manifestations of mania or irritability
23113-0.0,0.000148288,23113,Leg fat-free mass (right)
6325-2.0,0.000146074,6325,Duration to entering symbol choice
23106-0.0,0.000144425,23106,Impedance of whole body
4196-0.0,0.00014241,4196,Pulse wave peak to peak time
23129-0.0,0.000142004,23129,Trunk fat-free mass
6348-2.0,0.000140993,6348,Duration to complete numeric path (trail #1)
4559-0.0,0.000140215,4559,Family relationship satisfaction
20532-0.0,0.000138222,20532,Did your sleep change?
1379-0.0,0.000136411,1379,Lamb/mutton intake
5518-0.0,0.000133321,5518,Leg pain on walking : effect of standing still
20537-0.0,0.000133234,20537,Frequency of difficulty controlling worry during worst period of anxiety
1309-0.0,0.000132382,1309,Fresh fruit intake
20551-0.0-1,0.000130481,20551,Substance of prescription or over-the-counter medication addiction
1950-0.0,0.000128806,1950,Sensitivity / hurt feelings
4609-0.0,0.000128647,4609,Longest period of depression
20520-0.0,0.000128358,20520,Recent worrying too much about different things
4194-0.0,0.000128282,4194,Pulse rate
23130-0.0,0.000128213,23130,Trunk predicted mass
1120-0.0,0.000126161,1120,Weekly usage of mobile phone in last 3 months
2080-0.0,0.000124983,2080,Frequency of tiredness / lethargy in last 2 weeks
1558-0.0,0.000122105,1558,Alcohol intake frequency.
738-0.0,0.000122096,738,Average total household income before tax
6351-2.0,0.000121549,6351,Total errors traversing alphanumeric path (trail #2)
894-0.0,0.000120484,894,Duration of moderate activity
20548-0.0-9,0.000118624,20548,Manifestations of mania or irritability
20525-0.0,0.0001126,20525,Able to pay rent/mortgage as an adult
5375-0.0,0.000111723,5375,Longest period of unenthusiasm / disinterest
4195-0.0,0.000106895,4195,Pulse wave reflection index
2306-0.0,0.000105684,2306,Weight change compared with 1 year ago
1130-0.0,0.000104938,1130,Hands-free device/speakerphone use with mobile phone in last 3 month
23126-0.0,0.000101098,23126,Arm predicted mass (left)
1717-0.0,0.000100713,1717,Skin colour
1050-0.0,9.43E-05,1050,Time spend outdoors in summer
23125-0.0,9.25E-05,23125,Arm fat-free mass (left)
884-0.0,9.13E-05,884,Number of days/week of moderate physical activity 10+ minutes
1269-0.0,9.12E-05,1269,Exposure to tobacco smoke at home
20460-0.0,8.90E-05,20460,Belief that own life is meaningful
1359-0.0,8.84E-05,1359,Poultry intake
4285-0.0,8.83E-05,4285,Time to complete test
20497-0.0,8.79E-05,20497,Repeated disturbing thoughts of stressful experience in past month
20515-0.0,8.76E-05,20515,Recent trouble relaxing
20490-0.0,8.74E-05,20490,Sexually molested as a child
1518-0.0,8.60E-05,1518,Hot drink temperature
23120-0.0,8.51E-05,23120,Arm fat mass (right)
1389-0.0,8.41E-05,1389,Pork intake
1200-0.0,8.39E-05,1200,Sleeplessness / insomnia
1618-0.0,8.29E-05,1618,Alcohol usually taken with meals
23114-0.0,8.28E-05,23114,Leg predicted mass (right)
20527-0.0,8.25E-05,20527,Been involved in combat or exposed to war-zone
20544-0.0-15,8.09E-05,20544,Depression diagnosed by professional
20404-0.0,8.01E-05,20404,Ever physically dependent on alcohol
904-0.0,7.87E-05,904,Number of days/week of vigorous physical activity 10+ minutes
20016-0.0,7.83E-05,20016,Fluid intelligence score
22033-0.0,7.73E-05,22033,Summed days activity
20510-0.0,7.61E-05,20510,Recent feelings of depression
4631-0.0,7.46E-05,4631,Ever unenthusiastic/disinterested for a whole week
23324-2.0,7.39E-05,23324,Number of symbol digit matches made correctly
1767-0.0,7.29E-05,1767,Adopted as a child
20509-0.0,7.28E-05,20509,Recent inability to stop or control worrying
20418-0.0,7.18E-05,20418,Impact on normal roles during worst period of anxiety
23121-0.0,6.83E-05,23121,Arm fat-free mass (right)
1498-0.0,6.59E-05,1498,Coffee intake
20405-0.0,6.56E-05,20405,"Ever had known person concerned about, or recommend reduction of, alcohol consumption"
2473-0.0,6.39E-05,2473,Other serious medical condition/disability diagnosed by doctor
20413-0.0,6.38E-05,20413,Frequency of inability to cease drinking in last year
20408-0.0,6.37E-05,20408,Frequency of memory loss due to drinking alcohol in last year
20540-0.0,6.32E-05,20540,Multiple worries during worst period of anxiety
1727-0.0,6.29E-05,1727,Ease of skin tanning
20534-0.0,6.28E-05,20534,Sleeping too much
99999999-0.0,6.26E-05,99999999,Anxiety
3571-0.0,6.22E-05,3571,Back pain for 3+ months
20542-0.0,5.93E-05,20542,Stronger worrying (than other people) during period of worst anxiety
1110-0.0,5.91E-05,1110,Length of mobile phone use
3761-0.0,5.83E-05,3761,"Age hay fever, rhinitis or eczema diagnosed"
20117-0.0,5.35E-05,20117,Alcohol drinker status
3731-0.0,5.15E-05,3731,Former alcohol drinker
20502-0.0,5.13E-05,20502,Ever had period extreme irritability
6374-2.0,4.87E-05,6374,Number of puzzles viewed
21004-2.0,4.77E-05,21004,Number of puzzles correct
20516-0.0,4.70E-05,20516,Recent restlessness
20458-0.0,4.62E-05,20458,General happiness
20126-0.0,4.53E-05,20126,Bipolar and major depression status
20471-0.0,4.47E-05,20471,Ever seen an un-real vision
6333-2.0,4.37E-05,6333,Duration spent answering each puzzle
2887-0.0,4.35E-05,2887,Number of cigarettes previously smoked daily
2000-0.0,4.34E-05,2000,Worry too long after embarrassment
20448-0.0,4.30E-05,20448,Professional informed about depression
20417-0.0,4.30E-05,20417,"Tense, sore, or aching muscles during worst period of anxiety"
5364-0.0,4.24E-05,5364,Average weekly intake of other alcoholic drinks
20507-0.0,4.21E-05,20507,Recent feelings of inadequacy
1408-0.0,4.15E-05,1408,Cheese intake
31-0.0,4.10E-05,31,Sex
20420-0.0,3.95E-05,20420,Longest period spent worried or anxious
20435-0.0,3.92E-05,20435,Difficulty concentrating during worst depression
23122-0.0,3.83E-05,23122,Arm predicted mass (right)
1777-0.0,3.81E-05,1777,Part of a multiple birth
1319-0.0,3.78E-05,1319,Dried fruit intake
1697-0.0,3.71E-05,1697,Comparative height size at age 10
1031-0.0,3.66E-05,1031,Frequency of friend/family visits
2030-0.0,3.53E-05,2030,Guilty feelings
20530-0.0,3.52E-05,20530,Witnessed sudden violent death
816-0.0,3.45E-05,816,Job involves heavy manual or physical work
1940-0.0,3.44E-05,1940,Irritability
1070-0.0,3.36E-05,1070,Time spent watching television (TV)
20473-0.0,3.28E-05,20473,Number of times seen an un-real vision
20535-0.0,3.27E-05,20535,Waking too early
20428-0.0,3.21E-05,20428,Professional informed about anxiety
2020-0.0,3.17E-05,2020,"Loneliness, isolation"
1757-0.0,3.13E-05,1757,Facial ageing
5663-0.0,3.11E-05,5663,Length of longest manic/irritable episode
1920-0.0,3.10E-05,1920,Mood swings
1220-0.0,3.10E-05,1220,Daytime dozing / sleeping (narcolepsy)
20505-0.0,3.07E-05,20505,Recent easy annoyance or irritability
20197-2.0,3.05E-05,20197,Number of word pairs correctly associated
5496-0.0,2.97E-05,5496,Leg pain when walking ever disappears while walking
2178-0.0,2.96E-05,2178,Overall health rating
20544-0.0-6,2.95E-05,20544,Depression diagnosed by professional
1478-0.0,2.91E-05,1478,Salt added to food
20517-0.0,2.81E-05,20517,"Trouble falling or staying asleep, or sleeping too much"
2926-0.0,2.69E-05,2926,Number of unsuccessful stop-smoking attempts
20495-0.0,2.61E-05,20495,Avoided activities or situations because of previous stressful experience in past month
20506-0.0,2.55E-05,20506,Recent feelings or nervousness or anxiety
20548-0.0-7,2.28E-05,20548,Manifestations of mania or irritability
1210-0.0,2.27E-05,1210,Snoring
20018-0.0,2.17E-05,20018,Prospective memory result
2237-0.0,2.15E-05,2237,Plays computer games
3773-0.0,2.12E-05,3773,Knee pain for 3+ months
20494-0.0,2.06E-05,20494,Felt irritable or had angry outbursts in past month
399-0.1,2.00E-05,399,Number of incorrect matches in round
6772-2.0,1.94E-05,6772,Interval between previous point and current one in numeric path (trail #1)
20538-0.0,1.89E-05,20538,Worried most days during period of worst anxiety
20415-0.0,1.80E-05,20415,Ongoing addiction to alcohol
20498-0.0,1.79E-05,20498,Felt very upset when reminded of stressful experience in past month
1170-0.0,1.76E-05,1170,Getting up in morning
1980-0.0,1.74E-05,1980,Worrier / anxious feelings
6183-0.0,1.72E-05,6183,Number of cigarettes previously smoked daily (current cigar/pipe smokers)
20544-0.0-13,1.68E-05,20544,Depression diagnosed by professional
1349-0.0,1.68E-05,1349,Processed meat intake
3496-0.0,1.66E-05,3496,Wants to stop smoking
5485-0.0,1.66E-05,5485,Leg pain when walking normally
1677-0.0,1.63E-05,1677,Breastfed as a baby
20412-0.0,1.60E-05,20412,Frequency of needing morning drink of alcohol after heavy drinking session in last year
1548-0.0,1.59E-05,1548,Variation in diet
1060-0.0,1.59E-05,1060,Time spent outdoors in winter
20547-0.0-1,1.58E-05,20547,Activities undertaken to treat depression
95-0.0,1.56E-05,95,Pulse rate (during blood-pressure measurement)
1990-0.0,1.54E-05,1990,Tense / 'highly strung'
20514-0.0,1.53E-05,20514,Recent lack of interest or pleasure in doing things
20407-0.0,1.47E-05,20407,Frequency of failure to fulfil normal expectations due to drinking alcohol in last year
20512-0.0,1.45E-05,20512,Recent feelings of foreboding
6349-2.0,1.45E-05,6349,Total errors traversing numeric path (trail #1)
2936-0.0,1.41E-05,2936,Likelihood of resuming smoking
1687-0.0,1.36E-05,1687,Comparative body size at age 10
5507-0.0,1.36E-05,5507,Leg pain on walking : action taken
20409-0.0,1.34E-05,20409,Frequency of feeling guilt or remorse after drinking alcohol in last year
4548-0.0,1.29E-05,4548,Health satisfaction
20474-0.0,1.27E-05,20474,Ever believed in un-real communications or signs
4728-0.0,1.24E-05,4728,Leg pain on walking
6771-2.0,1.21E-05,6771,Errors before selecting correct item in alphanumeric path (trail #2)
20429-0.0,1.11E-05,20429,Easily tired during worst period of anxiety
20401-0.0,1.11E-05,20401,Ever addicted to any substance or behaviour
1747-0.0,1.10E-05,1747,"Hair colour (natural, before greying)"
1787-0.0,1.10E-05,1787,Maternal smoking around birth
20508-0.0,1.09E-05,20508,Recent trouble concentrating on things
3799-0.0,1.07E-05,3799,Headaches for 3+ months
5452-0.0,1.06E-05,5452,Leg pain when standing still or sitting
864-0.0,1.04E-05,864,Number of days/week walked 10+ minutes
20550-0.0-1,1.03E-05,20550,Activities undertaken to treat anxiety
1960-0.0,1.01E-05,1960,Fed-up feelings
20529-0.0,9.82E-06,20529,Victim of physically violent crime
20422-0.0,8.38E-06,20422,More irritable than usual during worst period of anxiety
20533-0.0,8.37E-06,20533,Trouble falling asleep
20447-0.0,8.35E-06,20447,Depression possibly related to stressful or traumatic event
5463-0.0,8.35E-06,5463,Leg pain in calf/calves
20427-0.0,8.15E-06,20427,Frequent trouble falling or staying asleep during worst period of anxiety
20548-0.0-5,7.84E-06,20548,Manifestations of mania or irritability
6373-2.0,7.45E-06,6373,Number of puzzles correctly solved
4282-0.0,7.23E-06,4282,Maximum digits remembered correctly
20445-0.0,7.16E-06,20445,Depression possibly related to childbirth
4537-0.0,7.16E-06,4537,Work/job satisfaction
2296-0.0,7.09E-06,2296,Falls in the last year
20426-0.0,7.06E-06,20426,Restless during period of worst anxiety
20423-0.0,6.77E-06,20423,Keyed up or on edge during worst period of anxiety
4526-0.0,6.45E-06,4526,Happiness
1538-0.0,4.85E-06,1538,Major dietary changes in the last 5 years
20547-0.0-3,4.81E-06,20547,Activities undertaken to treat depression
403-0.0,4.51E-06,403,Number of times snap-button pressed
2070-0.0,4.31E-06,2070,Frequency of tenseness / restlessness in last 2 weeks
20425-0.0,4.01E-06,20425,Ever worried more than most people would in similar situation
20541-0.0,3.74E-06,20541,Difficulty stopping worrying during worst period of anxiety
20549-0.0-1,3.65E-06,20549,Substances taken for anxiety
1970-0.0,3.62E-06,1970,Nervous feelings
20421-0.0,3.56E-06,20421,"Ever felt worried, tense, or anxious for most of a month or longer"
20544-0.0-10,3.51E-06,20544,Depression diagnosed by professional
4570-0.0,3.50E-06,4570,Friendships satisfaction
20491-0.0,3.42E-06,20491,Someone to take to doctor when needed as a child
20551-0.0-3,3.31E-06,20551,Substance of prescription or over-the-counter medication addiction
20543-0.0,3.28E-06,20543,Number of things worried about during worst period of anxiety
2010-0.0,3.25E-06,2010,Suffer from 'nerves'
5674-0.0,3.21E-06,5674,Severity of manic/irritable episodes
2463-0.0,3.08E-06,2463,Fractured/broken bones in last 5 years
20551-0.0-4,0,20551,Substance of prescription or over-the-counter medication addiction
20546-0.0-1,0,20546,Drugs or alcohol  taken for depression
6770-2.0,0,6770,Errors before selecting correct item in numeric path (trail #1)
20544-0.0-2,0,20544,Depression diagnosed by professional
20549-0.0-3,0,20549,Substances taken for anxiety
20551-0.0-2,0,20551,Substance of prescription or over-the-counter medication addiction
20548-0.0-1,0,20548,Manifestations of mania or irritability
20548-0.0-2,0,20548,Manifestations of mania or irritability
20548-0.0-6,0,20548,Manifestations of mania or irritability
20550-0.0-3,0,20550,Activities undertaken to treat anxiety
20552-0.0-2,0,20552,Behavioural and miscellaneous addictions
398-0.1,0,398,Number of correct matches in round
20549-0.0-4,0,20549,Substances taken for anxiety
20511-0.0,0,20511,Recent poor appetite or overeating
20544-0.0-18,0,20544,Depression diagnosed by professional
20468-0.0,0,20468,Ever believed in an un-real conspiracy against self
4653-0.0,0,4653,Ever highly irritable/argumentative for 2 days
20518-0.0,0,20518,Recent changes in speed/amount of moving or speaking
3404-0.0,0,3404,Neck/shoulder pain for 3+ months
2453-0.0,0,2453,Cancer diagnosed by doctor
20528-0.0,0,20528,Diagnosed with life-threatening illness
2443-0.0,0,2443,Diabetes diagnosed by doctor
5540-0.0,0,5540,Surgery/amputation of toe or leg
5529-0.0,0,5529,Surgery on leg arteries (other than for varicose veins)
20122-0.0,0,20122,Bipolar disorder status
5474-0.0,0,5474,Leg pain when walking uphill or hurrying
1190-0.0,0,1190,Nap during day
20446-0.0,0,20446,Ever had prolonged feelings of sadness or depression
4642-0.0,0,4642,Ever manic/hyper for 2 days
20544-0.0-17,0,20544,Depression diagnosed by professional
20544-0.0-5,0,20544,Depression diagnosed by professional
20544-0.0-1,0,20544,Depression diagnosed by professional
4501-0.0,0,4501,Non-accidental death in close genetic family
20544-0.0-7,0,20544,Depression diagnosed by professional
20544-0.0-14,0,20544,Depression diagnosed by professional
20432-0.0,0,20432,Ongoing behavioural or miscellanous addiction
20544-0.0-16,0,20544,Depression diagnosed by professional
20544-0.0-12,0,20544,Depression diagnosed by professional
20552-0.0-1,0,20552,Behavioural and miscellaneous addictions
