Feature,Importance,FieldID,FieldName
20473-0.0,2.67870570082855e-05,20473,Number of times seen an un-real vision
1478-0.0,2.640846552840634e-05,1478,Salt added to food
1687-0.0,2.6340132795801508e-05,1687,Comparative body size at age 10
2936-0.0,2.5508781194929176e-05,2936,Likelihood of resuming smoking
6351-2.0,2.547246070683101e-05,6351,Total errors traversing alphanumeric path (trail #2)
20512-0.0,2.5410797457672392e-05,20512,Recent feelings of foreboding
20427-0.0,2.4976658116394307e-05,20427,Frequent trouble falling or staying asleep during worst period of anxiety
2020-0.0,2.4601357798267614e-05,2020,"Loneliness, isolation"
4537-0.0,2.4152654536331292e-05,4537,Work/job satisfaction
20426-0.0,2.392574653662328e-05,20426,Restless during period of worst anxiety
4282-0.0,2.340198265698392e-05,4282,Maximum digits remembered correctly
20401-0.0,2.3365236723185675e-05,20401,Ever addicted to any substance or behaviour
20552-0.0-2,2.310888207700217e-05,20552,Behavioural and miscellaneous addictions
20544-0.0-10,2.2813403312139043e-05,20544,Depression diagnosed by professional
20117-0.0,2.1925066501610924e-05,20117,Alcohol drinker status
1408-0.0,2.1277268700660273e-05,1408,Cheese intake
6333-2.0,2.1225160920120027e-05,6333,Duration spent answering each puzzle
1677-0.0,2.1090812647191594e-05,1677,Breastfed as a baby
4526-0.0,2.0848810889201703e-05,4526,Happiness
20474-0.0,2.066027306172925e-05,20474,Ever believed in un-real communications or signs
1940-0.0,2.050809432396487e-05,1940,Irritability
1389-0.0,1.896445277326865e-05,1389,Pork intake
4642-0.0,1.884940574062042e-05,4642,Ever manic/hyper for 2 days
2237-0.0,1.853575485370716e-05,2237,Plays computer games
95-0.0,1.8492012321806033e-05,95,Pulse rate (during blood-pressure measurement)
2000-0.0,1.784519169990793e-05,2000,Worry too long after embarrassment
1757-0.0,1.7810928864594098e-05,1757,Facial ageing
4570-0.0,1.7683964984537718e-05,4570,Friendships satisfaction
20491-0.0,1.7667898026269814e-05,20491,Someone to take to doctor when needed as a child
4548-0.0,1.6880336783755117e-05,4548,Health satisfaction
20542-0.0,1.6694131062372875e-05,20542,Stronger worrying (than other people) during period of worst anxiety
1697-0.0,1.5923673705495003e-05,1697,Comparative height size at age 10
20429-0.0,1.553111708973445e-05,20429,Easily tired during worst period of anxiety
6772-2.0,1.502302425545997e-05,6772,Interval between previous point and current one in numeric path (trail #1)
20435-0.0,1.4800603766444991e-05,20435,Difficulty concentrating during worst depression
1170-0.0,1.3633958447832477e-05,1170,Getting up in morning
4501-0.0,1.3500666941361084e-05,4501,Non-accidental death in close genetic family
20498-0.0,1.3080014421186374e-05,20498,Felt very upset when reminded of stressful experience in past month
5663-0.0,1.2446684034049524e-05,5663,Length of longest manic/irritable episode
6373-2.0,1.214386402386632e-05,6373,Number of puzzles correctly solved
5485-0.0,1.1846371113741878e-05,5485,Leg pain when walking normally
20494-0.0,1.1681411578937468e-05,20494,Felt irritable or had angry outbursts in past month
4653-0.0,1.1655172413229678e-05,4653,Ever highly irritable/argumentative for 2 days
5507-0.0,1.1553492812456302e-05,5507,Leg pain on walking : action taken
1538-0.0,1.1442864996022455e-05,1538,Major dietary changes in the last 5 years
20511-0.0,1.123398943616025e-05,20511,Recent poor appetite or overeating
20508-0.0,1.1078341522710495e-05,20508,Recent trouble concentrating on things
20018-0.0,1.0936707336923954e-05,20018,Prospective memory result
31-0.0,9.34893754423094e-06,31,Sex
20446-0.0,9.044775692222045e-06,20446,Ever had prolonged feelings of sadness or depression
1349-0.0,8.980202685048008e-06,1349,Processed meat intake
1220-0.0,8.804857658150021e-06,1220,Daytime dozing / sleeping (narcolepsy)
20548-0.0-5,8.736807702139783e-06,20548,Manifestations of mania or irritability
3799-0.0,8.082638734103152e-06,3799,Headaches for 3+ months
1980-0.0,7.99027214102242e-06,1980,Worrier / anxious feelings
403-0.0,7.729941307233965e-06,403,Number of times snap-button pressed
20422-0.0,7.564344140735239e-06,20422,More irritable than usual during worst period of anxiety
1990-0.0,7.390749910949333e-06,1990,Tense / 'highly strung'
20471-0.0,7.253704442031711e-06,20471,Ever seen an un-real vision
20548-0.0-2,7.218022966018287e-06,20548,Manifestations of mania or irritability
5474-0.0,7.086891284261999e-06,5474,Leg pain when walking uphill or hurrying
1747-0.0,6.840193639576985e-06,1747,"Hair colour (natural, before greying)"
20533-0.0,6.70956301347929e-06,20533,Trouble falling asleep
864-0.0,6.584777120918572e-06,864,Number of days/week walked 10+ minutes
20551-0.0-3,6.507077680023653e-06,20551,Substance of prescription or over-the-counter medication addiction
1210-0.0,6.471020078824271e-06,1210,Snoring
1548-0.0,6.354043457997185e-06,1548,Variation in diet
5674-0.0,6.099590832329385e-06,5674,Severity of manic/irritable episodes
6374-2.0,6.070635829139219e-06,6374,Number of puzzles viewed
20126-0.0,4.562366613209595e-06,20126,Bipolar and major depression status
2453-0.0,4.210231671336699e-06,2453,Cancer diagnosed by doctor
20528-0.0,3.723689515990717e-06,20528,Diagnosed with life-threatening illness
2070-0.0,3.5808050863150866e-06,2070,Frequency of tenseness / restlessness in last 2 weeks
20538-0.0,3.5482826723571788e-06,20538,Worried most days during period of worst anxiety
5463-0.0,3.443144699239247e-06,5463,Leg pain in calf/calves
3571-0.0,3.433872499939312e-06,3571,Back pain for 3+ months
2296-0.0,3.4060154449210926e-06,2296,Falls in the last year
20548-0.0-6,3.3983878494027847e-06,20548,Manifestations of mania or irritability
20445-0.0,3.2686678511001393e-06,20445,Depression possibly related to childbirth
20421-0.0,3.186297840067909e-06,20421,"Ever felt worried, tense, or anxious for most of a month or longer"
20546-0.0-1,2.9772696518347543e-06,20546,Drugs or alcohol  taken for depression
